row,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
Q,0.0,0.0,0.0,0.0,0.009512042626738548,0.014006957411766052,0.010403288528323174,0.012784762308001518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.020794924348593e-05,1.6099596905405633e-05,0.000127320148749277,0.00012042967136949301,0.0,0.0,0.0,0.0,4.600190368364565e-05,2.391804264334496e-05,4.971866655978374e-05,8.616732884547673e-06,0.059394799172878265,0.04109978675842285,0.07593297958374023,0.04776371270418167
K,0.0,0.0,0.0,0.0,0.02195056900382042,0.007718427572399378,0.011781899258494377,0.00497069675475359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.680766581557691e-05,3.797744648181833e-05,0.00012257226626388729,0.0001429254625691101,0.0,0.0,0.0,0.0,4.8287030949722975e-05,0.0001177955637103878,4.963004539604299e-05,7.0150445026229136e-06,0.041261691600084305,0.10358856618404388,0.05306822061538696,0.03582833707332611
V,0.0,0.0,0.0,0.0,0.07432711124420166,0.12528309226036072,0.09301653504371643,0.20170970261096954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267065703868866,0.21384850144386292,0.21140842139720917,0.7621723413467407,0.0,0.0,0.0,0.0,0.23962488770484924,0.17094075679779053,0.4399251341819763,0.19592349231243134,0.17825724184513092,0.19768604636192322,0.21837231516838074,0.39747339487075806
